Geography,Financial Year,Budget Phase,Class,Service Name,Total
LIM362,2018/19,Adjusted Budget,Affordable Range,Water: Consumption,
LIM362,2019/20,Budget Year,Affordable Range,Water: Consumption,500.08
LIM362,2020/21,Budget Year,Affordable Range,Water: Consumption,540.09
LIM362,2021/22,Budget Year,Affordable Range,Water: Consumption,583.29
LIM362,2015/16,Audited Outcome,Affordable Range,Sanitation,
LIM362,2016/17,Audited Outcome,Affordable Range,Sanitation,
LIM362,2017/18,Audited Outcome,Affordable Range,Sanitation,
LIM362,2018/19,Original Budget,Affordable Range,Sanitation,
LIM362,2018/19,Adjusted Budget,Affordable Range,Sanitation,
LIM362,2019/20,Budget Year,Affordable Range,Sanitation,168.27
LIM362,2020/21,Budget Year,Affordable Range,Sanitation,181.73
LIM362,2021/22,Budget Year,Affordable Range,Sanitation,196.27
LIM362,2015/16,Audited Outcome,Affordable Range,Refuse removal,
LIM362,2016/17,Audited Outcome,Affordable Range,Refuse removal,
LIM362,2017/18,Audited Outcome,Affordable Range,Refuse removal,
LIM362,2018/19,Original Budget,Affordable Range,Refuse removal,
LIM362,2018/19,Adjusted Budget,Affordable Range,Refuse removal,
LIM362,2019/20,Budget Year,Affordable Range,Refuse removal,106.55
LIM362,2020/21,Budget Year,Affordable Range,Refuse removal,106.61
LIM362,2021/22,Budget Year,Affordable Range,Refuse removal,106.66
LIM362,2015/16,Audited Outcome,Affordable Range,Other,
LIM362,2016/17,Audited Outcome,Affordable Range,Other,
LIM362,2017/18,Audited Outcome,Affordable Range,Other,
LIM362,2018/19,Original Budget,Affordable Range,Other,
LIM362,2018/19,Adjusted Budget,Affordable Range,Other,
LIM362,2019/20,Budget Year,Affordable Range,Other,
LIM362,2020/21,Budget Year,Affordable Range,Other,
LIM362,2021/22,Budget Year,Affordable Range,Other,
LIM362,2015/16,Audited Outcome,Indigent HH receiving FBS,Property rates,
LIM362,2016/17,Audited Outcome,Indigent HH receiving FBS,Property rates,
LIM362,2017/18,Audited Outcome,Indigent HH receiving FBS,Property rates,
LIM362,2018/19,Original Budget,Indigent HH receiving FBS,Property rates,
LIM362,2018/19,Adjusted Budget,Indigent HH receiving FBS,Property rates,
LIM362,2019/20,Budget Year,Indigent HH receiving FBS,Property rates,
LIM362,2020/21,Budget Year,Indigent HH receiving FBS,Property rates,
LIM362,2021/22,Budget Year,Indigent HH receiving FBS,Property rates,
LIM362,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM362,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM362,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM362,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Basic levy,
LIM362,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Basic levy,
LIM362,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM362,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM362,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM362,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
LIM362,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
LIM362,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
LIM362,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Consumption,582000.0
LIM362,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Consumption,
LIM362,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,600000.0
LIM362,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,650000.0
LIM362,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,700000.0
LIM362,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM362,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM362,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM362,2018/19,Original Budget,Indigent HH receiving FBS,Water: Basic levy,
LIM362,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Basic levy,
LIM362,2019/20,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
LIM362,2020/21,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
LIM362,2021/22,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
LIM362,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
LIM362,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
LIM362,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
LIM362,2018/19,Original Budget,Indigent HH receiving FBS,Water: Consumption,
LIM362,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Consumption,
LIM362,2019/20,Budget Year,Indigent HH receiving FBS,Water: Consumption,
LIM362,2020/21,Budget Year,Indigent HH receiving FBS,Water: Consumption,
LIM362,2021/22,Budget Year,Indigent HH receiving FBS,Water: Consumption,
LIM362,2015/16,Audited Outcome,Indigent HH receiving FBS,Sanitation,
LIM362,2016/17,Audited Outcome,Indigent HH receiving FBS,Sanitation,
LIM362,2017/18,Audited Outcome,Indigent HH receiving FBS,Sanitation,
LIM362,2018/19,Original Budget,Indigent HH receiving FBS,Sanitation,
LIM362,2018/19,Adjusted Budget,Indigent HH receiving FBS,Sanitation,
LIM362,2019/20,Budget Year,Indigent HH receiving FBS,Sanitation,
LIM362,2020/21,Budget Year,Indigent HH receiving FBS,Sanitation,
LIM362,2021/22,Budget Year,Indigent HH receiving FBS,Sanitation,
LIM362,2015/16,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
LIM362,2016/17,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
LIM362,2017/18,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
LIM362,2018/19,Original Budget,Indigent HH receiving FBS,Refuse removal,
LIM362,2018/19,Adjusted Budget,Indigent HH receiving FBS,Refuse removal,
LIM362,2019/20,Budget Year,Indigent HH receiving FBS,Refuse removal,
LIM362,2020/21,Budget Year,Indigent HH receiving FBS,Refuse removal,
LIM362,2021/22,Budget Year,Indigent HH receiving FBS,Refuse removal,
LIM362,2015/16,Audited Outcome,Indigent HH receiving FBS,Other,
LIM362,2016/17,Audited Outcome,Indigent HH receiving FBS,Other,
LIM362,2017/18,Audited Outcome,Indigent HH receiving FBS,Other,
LIM362,2018/19,Original Budget,Indigent HH receiving FBS,Other,
LIM362,2018/19,Adjusted Budget,Indigent HH receiving FBS,Other,
LIM362,2019/20,Budget Year,Indigent HH receiving FBS,Other,
LIM362,2020/21,Budget Year,Indigent HH receiving FBS,Other,
LIM362,2021/22,Budget Year,Indigent HH receiving FBS,Other,
LIM366,2015/16,Audited Outcome,Middle Income Range,Property rates,357.75
LIM366,2016/17,Audited Outcome,Middle Income Range,Property rates,357.75
LIM366,2017/18,Audited Outcome,Middle Income Range,Property rates,381.38
LIM366,2018/19,Original Budget,Middle Income Range,Property rates,580.13
LIM366,2018/19,Adjusted Budget,Middle Income Range,Property rates,580.13
LIM366,2019/20,Budget Year,Middle Income Range,Property rates,610.29
LIM366,2020/21,Budget Year,Middle Income Range,Property rates,643.25
LIM366,2021/22,Budget Year,Middle Income Range,Property rates,677.98
LIM366,2015/16,Audited Outcome,Middle Income Range,Electricity: Basic levy,296.77
LIM366,2016/17,Audited Outcome,Middle Income Range,Electricity: Basic levy,35.0
LIM366,2017/18,Audited Outcome,Middle Income Range,Electricity: Basic levy,
LIM366,2018/19,Original Budget,Middle Income Range,Electricity: Basic levy,
LIM366,2018/19,Adjusted Budget,Middle Income Range,Electricity: Basic levy,
LIM366,2019/20,Budget Year,Middle Income Range,Electricity: Basic levy,
LIM366,2020/21,Budget Year,Middle Income Range,Electricity: Basic levy,
LIM366,2021/22,Budget Year,Middle Income Range,Electricity: Basic levy,
LIM366,2015/16,Audited Outcome,Middle Income Range,Electricity: Consumption,666.6
LIM366,2016/17,Audited Outcome,Middle Income Range,Electricity: Consumption,686.45
LIM366,2017/18,Audited Outcome,Middle Income Range,Electricity: Consumption,699.35
LIM366,2018/19,Original Budget,Middle Income Range,Electricity: Consumption,1494.4
LIM366,2018/19,Adjusted Budget,Middle Income Range,Electricity: Consumption,1494.4
LIM366,2019/20,Budget Year,Middle Income Range,Electricity: Consumption,1596.62
LIM366,2020/21,Budget Year,Middle Income Range,Electricity: Consumption,1705.83
LIM366,2021/22,Budget Year,Middle Income Range,Electricity: Consumption,1822.5
LIM366,2015/16,Audited Outcome,Middle Income Range,Water: Basic levy,
LIM366,2016/17,Audited Outcome,Middle Income Range,Water: Basic levy,58.5
LIM366,2017/18,Audited Outcome,Middle Income Range,Water: Basic levy,62.47
LIM366,2018/19,Original Budget,Middle Income Range,Water: Basic levy,69.47
LIM366,2018/19,Adjusted Budget,Middle Income Range,Water: Basic levy,69.47
LIM366,2019/20,Budget Year,Middle Income Range,Water: Basic levy,76.1
LIM366,2020/21,Budget Year,Middle Income Range,Water: Basic levy,83.36
LIM366,2021/22,Budget Year,Middle Income Range,Water: Basic levy,91.31
LIM366,2015/16,Audited Outcome,Middle Income Range,Water: Consumption,292.25
LIM366,2016/17,Audited Outcome,Middle Income Range,Water: Consumption,267.0
LIM366,2017/18,Audited Outcome,Middle Income Range,Water: Consumption,285.25
LIM366,2018/19,Original Budget,Middle Income Range,Water: Consumption,380.7
LIM366,2018/19,Adjusted Budget,Middle Income Range,Water: Consumption,380.7
LIM366,2019/20,Budget Year,Middle Income Range,Water: Consumption,417.02
LIM366,2020/21,Budget Year,Middle Income Range,Water: Consumption,456.8
LIM366,2021/22,Budget Year,Middle Income Range,Water: Consumption,500.38
LIM366,2015/16,Audited Outcome,Middle Income Range,Sanitation,111.62
LIM366,2016/17,Audited Outcome,Middle Income Range,Sanitation,176.0
LIM366,2017/18,Audited Outcome,Middle Income Range,Sanitation,188.0
LIM366,2018/19,Original Budget,Middle Income Range,Sanitation,198.0
LIM366,2018/19,Adjusted Budget,Middle Income Range,Sanitation,198.0
LIM366,2019/20,Budget Year,Middle Income Range,Sanitation,208.3
LIM366,2020/21,Budget Year,Middle Income Range,Sanitation,219.54
LIM366,2021/22,Budget Year,Middle Income Range,Sanitation,231.4
LIM366,2015/16,Audited Outcome,Middle Income Range,Refuse removal,110.82
LIM366,2016/17,Audited Outcome,Middle Income Range,Refuse removal,117.47
LIM366,2017/18,Audited Outcome,Middle Income Range,Refuse removal,165.0
LIM366,2018/19,Original Budget,Middle Income Range,Refuse removal,174.0
LIM366,2018/19,Adjusted Budget,Middle Income Range,Refuse removal,174.0
LIM366,2019/20,Budget Year,Middle Income Range,Refuse removal,178.84
LIM366,2020/21,Budget Year,Middle Income Range,Refuse removal,188.5
LIM366,2021/22,Budget Year,Middle Income Range,Refuse removal,198.3
LIM366,2015/16,Audited Outcome,Middle Income Range,Other,
LIM366,2016/17,Audited Outcome,Middle Income Range,Other,
LIM366,2017/18,Audited Outcome,Middle Income Range,Other,
LIM366,2018/19,Original Budget,Middle Income Range,Other,
LIM366,2018/19,Adjusted Budget,Middle Income Range,Other,
LIM366,2019/20,Budget Year,Middle Income Range,Other,
LIM366,2020/21,Budget Year,Middle Income Range,Other,
LIM366,2021/22,Budget Year,Middle Income Range,Other,
LIM366,2015/16,Audited Outcome,Affordable Range,Property rates,357.75
LIM366,2016/17,Audited Outcome,Affordable Range,Property rates,357.75
LIM366,2017/18,Audited Outcome,Affordable Range,Property rates,381.38
LIM366,2018/19,Original Budget,Affordable Range,Property rates,401.63
LIM366,2018/19,Adjusted Budget,Affordable Range,Property rates,401.63
LIM366,2019/20,Budget Year,Affordable Range,Property rates,422.51
LIM366,2020/21,Budget Year,Affordable Range,Property rates,445.33
LIM366,2021/22,Budget Year,Affordable Range,Property rates,469.37
LIM366,2015/16,Audited Outcome,Affordable Range,Electricity: Basic levy,296.77
LIM366,2016/17,Audited Outcome,Affordable Range,Electricity: Basic levy,35.0
LIM366,2017/18,Audited Outcome,Affordable Range,Electricity: Basic levy,
LIM366,2018/19,Original Budget,Affordable Range,Electricity: Basic levy,
LIM366,2018/19,Adjusted Budget,Affordable Range,Electricity: Basic levy,
LIM366,2019/20,Budget Year,Affordable Range,Electricity: Basic levy,
LIM366,2020/21,Budget Year,Affordable Range,Electricity: Basic levy,
LIM366,2021/22,Budget Year,Affordable Range,Electricity: Basic levy,
LIM366,2015/16,Audited Outcome,Affordable Range,Electricity: Consumption,666.6
LIM366,2016/17,Audited Outcome,Affordable Range,Electricity: Consumption,686.45
LIM366,2017/18,Audited Outcome,Affordable Range,Electricity: Consumption,699.35
LIM366,2018/19,Original Budget,Affordable Range,Electricity: Consumption,747.2
LIM366,2018/19,Adjusted Budget,Affordable Range,Electricity: Consumption,747.2
LIM366,2019/20,Budget Year,Affordable Range,Electricity: Consumption,798.31
LIM366,2020/21,Budget Year,Affordable Range,Electricity: Consumption,852.91
LIM366,2021/22,Budget Year,Affordable Range,Electricity: Consumption,911.25
LIM366,2015/16,Audited Outcome,Affordable Range,Water: Basic levy,
LIM366,2016/17,Audited Outcome,Affordable Range,Water: Basic levy,58.5
LIM366,2017/18,Audited Outcome,Affordable Range,Water: Basic levy,62.47
LIM366,2018/19,Original Budget,Affordable Range,Water: Basic levy,69.47
LIM366,2018/19,Adjusted Budget,Affordable Range,Water: Basic levy,69.47
LIM366,2019/20,Budget Year,Affordable Range,Water: Basic levy,76.1
LIM366,2020/21,Budget Year,Affordable Range,Water: Basic levy,83.36
LIM366,2021/22,Budget Year,Affordable Range,Water: Basic levy,91.31
LIM366,2015/16,Audited Outcome,Affordable Range,Water: Consumption,292.25
LIM366,2016/17,Audited Outcome,Affordable Range,Water: Consumption,267.0
LIM366,2017/18,Audited Outcome,Affordable Range,Water: Consumption,285.25
LIM366,2018/19,Original Budget,Affordable Range,Water: Consumption,317.25
LIM366,2018/19,Adjusted Budget,Affordable Range,Water: Consumption,317.25
LIM366,2019/20,Budget Year,Affordable Range,Water: Consumption,347.52
LIM366,2020/21,Budget Year,Affordable Range,Water: Consumption,380.67
LIM366,2021/22,Budget Year,Affordable Range,Water: Consumption,416.98
LIM366,2015/16,Audited Outcome,Affordable Range,Sanitation,111.62
LIM366,2016/17,Audited Outcome,Affordable Range,Sanitation,176.0
LIM366,2017/18,Audited Outcome,Affordable Range,Sanitation,188.0
LIM366,2018/19,Original Budget,Affordable Range,Sanitation,198.0
LIM366,2018/19,Adjusted Budget,Affordable Range,Sanitation,198.0
LIM366,2019/20,Budget Year,Affordable Range,Sanitation,208.3
LIM366,2020/21,Budget Year,Affordable Range,Sanitation,219.54
LIM366,2021/22,Budget Year,Affordable Range,Sanitation,231.4
LIM366,2015/16,Audited Outcome,Affordable Range,Refuse removal,110.82
LIM366,2016/17,Audited Outcome,Affordable Range,Refuse removal,117.47
LIM366,2017/18,Audited Outcome,Affordable Range,Refuse removal,165.0
LIM366,2018/19,Original Budget,Affordable Range,Refuse removal,174.0
LIM366,2018/19,Adjusted Budget,Affordable Range,Refuse removal,174.0
LIM366,2019/20,Budget Year,Affordable Range,Refuse removal,178.84
LIM366,2020/21,Budget Year,Affordable Range,Refuse removal,188.5
LIM366,2021/22,Budget Year,Affordable Range,Refuse removal,198.3
LIM366,2015/16,Audited Outcome,Affordable Range,Other,
LIM366,2016/17,Audited Outcome,Affordable Range,Other,
LIM366,2017/18,Audited Outcome,Affordable Range,Other,
LIM366,2018/19,Original Budget,Affordable Range,Other,
LIM366,2018/19,Adjusted Budget,Affordable Range,Other,
LIM366,2019/20,Budget Year,Affordable Range,Other,
LIM366,2020/21,Budget Year,Affordable Range,Other,
LIM366,2021/22,Budget Year,Affordable Range,Other,
LIM366,2015/16,Audited Outcome,Indigent HH receiving FBS,Property rates,
LIM366,2016/17,Audited Outcome,Indigent HH receiving FBS,Property rates,
LIM366,2017/18,Audited Outcome,Indigent HH receiving FBS,Property rates,
LIM366,2018/19,Original Budget,Indigent HH receiving FBS,Property rates,
LIM366,2018/19,Adjusted Budget,Indigent HH receiving FBS,Property rates,
LIM366,2019/20,Budget Year,Indigent HH receiving FBS,Property rates,
LIM366,2020/21,Budget Year,Indigent HH receiving FBS,Property rates,
LIM366,2021/22,Budget Year,Indigent HH receiving FBS,Property rates,
LIM366,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM366,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM366,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM366,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Basic levy,
LIM366,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Basic levy,
LIM366,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM366,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM366,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM366,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,394.85
LIM366,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,384.41
LIM366,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,419.61
LIM366,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Consumption,448.32
LIM366,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Consumption,448.32
LIM366,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,478.99
LIM366,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,511.75
LIM366,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,546.75
LIM366,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM366,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM366,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM366,2018/19,Original Budget,Indigent HH receiving FBS,Water: Basic levy,
LIM366,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Basic levy,
LIM366,2019/20,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
LIM366,2020/21,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
LIM366,2021/22,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
LIM366,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,163.66
LIM366,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,149.52
LIM366,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,159.74
LIM366,2018/19,Original Budget,Indigent HH receiving FBS,Water: Consumption,177.66
LIM366,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Consumption,177.66
LIM366,2019/20,Budget Year,Indigent HH receiving FBS,Water: Consumption,194.61
LIM366,2020/21,Budget Year,Indigent HH receiving FBS,Water: Consumption,213.17
LIM366,2021/22,Budget Year,Indigent HH receiving FBS,Water: Consumption,233.51
LIM366,2015/16,Audited Outcome,Indigent HH receiving FBS,Sanitation,
LIM366,2016/17,Audited Outcome,Indigent HH receiving FBS,Sanitation,
LIM366,2017/18,Audited Outcome,Indigent HH receiving FBS,Sanitation,
LIM366,2018/19,Original Budget,Indigent HH receiving FBS,Sanitation,
LIM366,2018/19,Adjusted Budget,Indigent HH receiving FBS,Sanitation,
LIM366,2019/20,Budget Year,Indigent HH receiving FBS,Sanitation,
LIM366,2020/21,Budget Year,Indigent HH receiving FBS,Sanitation,
LIM366,2021/22,Budget Year,Indigent HH receiving FBS,Sanitation,
LIM366,2015/16,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
LIM366,2016/17,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
LIM366,2017/18,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
LIM366,2018/19,Original Budget,Indigent HH receiving FBS,Refuse removal,
LIM366,2018/19,Adjusted Budget,Indigent HH receiving FBS,Refuse removal,
LIM366,2019/20,Budget Year,Indigent HH receiving FBS,Refuse removal,
LIM366,2020/21,Budget Year,Indigent HH receiving FBS,Refuse removal,
LIM366,2021/22,Budget Year,Indigent HH receiving FBS,Refuse removal,
LIM366,2015/16,Audited Outcome,Indigent HH receiving FBS,Other,
LIM366,2016/17,Audited Outcome,Indigent HH receiving FBS,Other,
LIM366,2017/18,Audited Outcome,Indigent HH receiving FBS,Other,
LIM366,2018/19,Original Budget,Indigent HH receiving FBS,Other,
LIM366,2018/19,Adjusted Budget,Indigent HH receiving FBS,Other,
LIM366,2019/20,Budget Year,Indigent HH receiving FBS,Other,
LIM366,2020/21,Budget Year,Indigent HH receiving FBS,Other,
LIM366,2021/22,Budget Year,Indigent HH receiving FBS,Other,
LIM367,2015/16,Audited Outcome,Middle Income Range,Property rates,327.88
LIM367,2016/17,Audited Outcome,Middle Income Range,Property rates,347.54
LIM367,2017/18,Audited Outcome,Middle Income Range,Property rates,368.4
LIM367,2018/19,Original Budget,Middle Income Range,Property rates,390.49
LIM367,2018/19,Adjusted Budget,Middle Income Range,Property rates,390.49
LIM367,2019/20,Budget Year,Middle Income Range,Property rates,413.92
LIM367,2020/21,Budget Year,Middle Income Range,Property rates,438.76
LIM367,2021/22,Budget Year,Middle Income Range,Property rates,465.09
LIM367,2015/16,Audited Outcome,Middle Income Range,Electricity: Basic levy,
LIM367,2016/17,Audited Outcome,Middle Income Range,Electricity: Basic levy,
LIM367,2017/18,Audited Outcome,Middle Income Range,Electricity: Basic levy,
LIM367,2018/19,Original Budget,Middle Income Range,Electricity: Basic levy,
LIM367,2018/19,Adjusted Budget,Middle Income Range,Electricity: Basic levy,
LIM367,2019/20,Budget Year,Middle Income Range,Electricity: Basic levy,
LIM367,2020/21,Budget Year,Middle Income Range,Electricity: Basic levy,
LIM367,2021/22,Budget Year,Middle Income Range,Electricity: Basic levy,
LIM367,2015/16,Audited Outcome,Middle Income Range,Electricity: Consumption,1347.0
LIM367,2016/17,Audited Outcome,Middle Income Range,Electricity: Consumption,1449.15
LIM367,2017/18,Audited Outcome,Middle Income Range,Electricity: Consumption,1477.41
LIM367,2018/19,Original Budget,Middle Income Range,Electricity: Consumption,1578.45
LIM367,2018/19,Adjusted Budget,Middle Income Range,Electricity: Consumption,1578.45
LIM367,2019/20,Budget Year,Middle Income Range,Electricity: Consumption,1673.16
LIM367,2020/21,Budget Year,Middle Income Range,Electricity: Consumption,1773.55
LIM367,2021/22,Budget Year,Middle Income Range,Electricity: Consumption,1879.97
LIM367,2015/16,Audited Outcome,Middle Income Range,Water: Basic levy,
LIM367,2016/17,Audited Outcome,Middle Income Range,Water: Basic levy,
LIM367,2017/18,Audited Outcome,Middle Income Range,Water: Basic levy,
LIM367,2018/19,Original Budget,Middle Income Range,Water: Basic levy,
LIM367,2018/19,Adjusted Budget,Middle Income Range,Water: Basic levy,
LIM367,2019/20,Budget Year,Middle Income Range,Water: Basic levy,
LIM367,2020/21,Budget Year,Middle Income Range,Water: Basic levy,
LIM367,2021/22,Budget Year,Middle Income Range,Water: Basic levy,
LIM367,2015/16,Audited Outcome,Middle Income Range,Water: Consumption,263.76
LIM367,2016/17,Audited Outcome,Middle Income Range,Water: Consumption,284.81
LIM367,2017/18,Audited Outcome,Middle Income Range,Water: Consumption,309.0
LIM367,2018/19,Original Budget,Middle Income Range,Water: Consumption,414.9
LIM367,2018/19,Adjusted Budget,Middle Income Range,Water: Consumption,414.9
LIM367,2019/20,Budget Year,Middle Income Range,Water: Consumption,456.39
LIM367,2020/21,Budget Year,Middle Income Range,Water: Consumption,502.03
LIM367,2021/22,Budget Year,Middle Income Range,Water: Consumption,552.24
LIM367,2015/16,Audited Outcome,Middle Income Range,Sanitation,47.74
LIM367,2016/17,Audited Outcome,Middle Income Range,Sanitation,50.63
LIM367,2017/18,Audited Outcome,Middle Income Range,Sanitation,53.67
LIM367,2018/19,Original Budget,Middle Income Range,Sanitation,56.88
LIM367,2018/19,Adjusted Budget,Middle Income Range,Sanitation,56.88
LIM367,2019/20,Budget Year,Middle Income Range,Sanitation,60.3
LIM367,2020/21,Budget Year,Middle Income Range,Sanitation,63.92
LIM367,2021/22,Budget Year,Middle Income Range,Sanitation,67.76
LIM367,2015/16,Audited Outcome,Middle Income Range,Refuse removal,63.79
LIM367,2016/17,Audited Outcome,Middle Income Range,Refuse removal,67.62
LIM367,2017/18,Audited Outcome,Middle Income Range,Refuse removal,71.68
LIM367,2018/19,Original Budget,Middle Income Range,Refuse removal,75.98
LIM367,2018/19,Adjusted Budget,Middle Income Range,Refuse removal,75.98
LIM367,2019/20,Budget Year,Middle Income Range,Refuse removal,80.54
LIM367,2020/21,Budget Year,Middle Income Range,Refuse removal,85.38
LIM367,2021/22,Budget Year,Middle Income Range,Refuse removal,90.51
LIM367,2015/16,Audited Outcome,Middle Income Range,Other,
LIM367,2016/17,Audited Outcome,Middle Income Range,Other,
LIM367,2017/18,Audited Outcome,Middle Income Range,Other,
LIM367,2018/19,Original Budget,Middle Income Range,Other,
LIM367,2018/19,Adjusted Budget,Middle Income Range,Other,
LIM367,2019/20,Budget Year,Middle Income Range,Other,
LIM367,2020/21,Budget Year,Middle Income Range,Other,
LIM367,2021/22,Budget Year,Middle Income Range,Other,
LIM367,2015/16,Audited Outcome,Affordable Range,Property rates,232.15
LIM367,2016/17,Audited Outcome,Affordable Range,Property rates,253.68
LIM367,2017/18,Audited Outcome,Affordable Range,Property rates,268.9
LIM367,2018/19,Original Budget,Affordable Range,Property rates,276.48
LIM367,2018/19,Adjusted Budget,Affordable Range,Property rates,276.48
LIM367,2019/20,Budget Year,Affordable Range,Property rates,293.07
LIM367,2020/21,Budget Year,Affordable Range,Property rates,310.66
LIM367,2021/22,Budget Year,Affordable Range,Property rates,329.3
LIM367,2015/16,Audited Outcome,Affordable Range,Electricity: Basic levy,
LIM367,2016/17,Audited Outcome,Affordable Range,Electricity: Basic levy,
LIM367,2017/18,Audited Outcome,Affordable Range,Electricity: Basic levy,
LIM367,2018/19,Original Budget,Affordable Range,Electricity: Basic levy,
LIM367,2018/19,Adjusted Budget,Affordable Range,Electricity: Basic levy,
LIM367,2019/20,Budget Year,Affordable Range,Electricity: Basic levy,
LIM367,2020/21,Budget Year,Affordable Range,Electricity: Basic levy,
LIM367,2021/22,Budget Year,Affordable Range,Electricity: Basic levy,
LIM367,2015/16,Audited Outcome,Affordable Range,Electricity: Consumption,543.0
LIM367,2016/17,Audited Outcome,Affordable Range,Electricity: Consumption,582.35
LIM367,2017/18,Audited Outcome,Affordable Range,Electricity: Consumption,593.93
LIM367,2018/19,Original Budget,Affordable Range,Electricity: Consumption,637.56
LIM367,2018/19,Adjusted Budget,Affordable Range,Electricity: Consumption,637.56
LIM367,2019/20,Budget Year,Affordable Range,Electricity: Consumption,675.82
LIM367,2020/21,Budget Year,Affordable Range,Electricity: Consumption,716.37
LIM367,2021/22,Budget Year,Affordable Range,Electricity: Consumption,759.36
LIM367,2015/16,Audited Outcome,Affordable Range,Water: Basic levy,
LIM367,2016/17,Audited Outcome,Affordable Range,Water: Basic levy,
LIM367,2017/18,Audited Outcome,Affordable Range,Water: Basic levy,
LIM367,2018/19,Original Budget,Affordable Range,Water: Basic levy,
LIM367,2018/19,Adjusted Budget,Affordable Range,Water: Basic levy,
LIM367,2019/20,Budget Year,Affordable Range,Water: Basic levy,
LIM367,2020/21,Budget Year,Affordable Range,Water: Basic levy,
LIM367,2021/22,Budget Year,Affordable Range,Water: Basic levy,
LIM367,2015/16,Audited Outcome,Affordable Range,Water: Consumption,208.26
LIM367,2016/17,Audited Outcome,Affordable Range,Water: Consumption,228.36
LIM367,2017/18,Audited Outcome,Affordable Range,Water: Consumption,244.0
LIM367,2018/19,Original Budget,Affordable Range,Water: Consumption,344.4
