Code,Description,2015/16 AUD,2016/17 AUD,2017/18 AUD,2018/19 OB,2018/19 AB,2019/20 BY,2020/21 BY,2021/22 BY
LIM344,Rates and services charges:,,,,,,,,
LIM344,Property rates,6.40 ,6.40 ,6.40 ,.05 ,5.30 ,.05 ,.05 ,.05 
LIM344,Electricity: Basic levy,.02 ,.02 ,.02 ,.07 ,.07 ,.07 ,.07 ,.07 
LIM344,Electricity: Consumption,.02 ,.02 ,.02 ,.07 ,.07 ,.05 ,.05 ,.05 
LIM344,Water: Basic levy,6.40 ,6.40 ,6.40 ,.05 ,5.30 ,,,
LIM344,Water: Consumption,6.40 ,6.40 ,6.40 ,.05 ,5.30 ,,,
LIM344,Sanitation,6.40 ,6.40 ,6.40 ,.05 ,5.30 ,,,
LIM344,Refuse removal,6.40 ,6.40 ,6.40 ,.05 ,5.30 ,.05 ,.05 ,.05 
LIM344,Other,6.40 ,6.40 ,6.40 ,.05 ,5.30 ,.05 ,.05 ,.05 
LIM344,sub-total,38.44 ,38.44 ,38.44 ,.45 ,31.94 ,.21 ,.22 ,.22 
LIM344,VAT on Services,,,,,,,,
LIM344,Total large household bill:,38.44 ,38.44 ,38.44 ,.45 ,31.94 ,.21 ,.22 ,.22 
LIM344,% increase/-decrease,,,,(98.82),"6,922.16 ",(54.86),3.85 ,
LIM344,Monthly Account for Household - Affordable Range,,,,,,,,
LIM344,Rates and services charges:,,,,,,,,
LIM344,Property rates,,,,,,,,
LIM344,Electricity: Basic levy,,,,,,,,
LIM344,Electricity: Consumption,,,,,,,,
LIM344,Water: Basic levy,,,,,,,,
LIM344,Water: Consumption,,,,,,,,
LIM344,Sanitation,,,,,,,,
LIM344,Refuse removal,,,,,,,,
LIM344,Other,,,,,,,,
LIM344,sub-total,,,,,,,,
LIM344,VAT on Services,,,,,,,,
LIM344,Total large household bill:,,,,,,,,
LIM344,% increase/-decrease,,,,,,,,
LIM344,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
LIM344,Rates and services charges:,,,,,,,,
LIM344,Property rates,,,,,,,,
LIM344,Electricity: Basic levy,,,,,,,,
LIM344,Electricity: Consumption,,,,,,,,
LIM344,Water: Basic levy,,,,,,,,
LIM344,Water: Consumption,,,,,,,,
LIM344,Sanitation,,,,,,,,
LIM344,Refuse removal,,,,,,,,
LIM344,Other,,,,,,,,
LIM344,sub-total,,,,,,,,
LIM344,VAT on Services,,,,,,,,
LIM344,Total large household bill:,,,,,,,,
LIM344,% increase/-decrease,,,,,,,,
LIM345,Monthly Account for Household - Middle Income Range,,,,,,,,
LIM345,Rates and services charges:,,,,,,,,
LIM345,Property rates,,,,,,,,
LIM345,Electricity: Basic levy,,,,,,,,
LIM345,Electricity: Consumption,,,,,,,,
LIM345,Water: Basic levy,,,,,,,,
LIM345,Water: Consumption,,,,,,,,
LIM345,Sanitation,,,,,,,,
LIM345,Refuse removal,,,,,,,,
LIM345,Other,,,,,,,,
LIM345,sub-total,,,,,,,,
LIM345,VAT on Services,,,,,,,,
LIM345,Total large household bill:,,,,,,,,
LIM345,% increase/-decrease,,,,,,,,
LIM345,Monthly Account for Household - Affordable Range,,,,,,,,
LIM345,Rates and services charges:,,,,,,,,
LIM345,Property rates,,,,,,,,
LIM345,Electricity: Basic levy,,,,,,,,
LIM345,Electricity: Consumption,,,,,,,,
LIM345,Water: Basic levy,,,,,,,,
LIM345,Water: Consumption,,,,,,,,
LIM345,Sanitation,,,,,,,,
LIM345,Refuse removal,,,,,,,,
LIM345,Other,,,,,,,,
LIM345,sub-total,,,,,,,,
LIM345,VAT on Services,,,,,,,,
LIM345,Total large household bill:,,,,,,,,
LIM345,% increase/-decrease,,,,,,,,
LIM345,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
LIM345,Rates and services charges:,,,,,,,,
LIM345,Property rates,,,,,,,,
LIM345,Electricity: Basic levy,,,,,,,,
LIM345,Electricity: Consumption,,,,,,,,
LIM345,Water: Basic levy,,,,,,,,
LIM345,Water: Consumption,,,,,,,,
LIM345,Sanitation,,,,,,,,
LIM345,Refuse removal,,,,,,,,
LIM345,Other,,,,,,,,
LIM345,sub-total,,,,,,,,
LIM345,VAT on Services,,,,,,,,
LIM345,Total large household bill:,,,,,,,,
LIM345,% increase/-decrease,,,,,,,,
DC34,Monthly Account for Household - Middle Income Range,,,,,,,,
DC34,Rates and services charges:,,,,,,,,
DC34,Property rates,,,,,,,,
DC34,Electricity: Basic levy,,,,,,,,
DC34,Electricity: Consumption,,,,,,,,
DC34,Water: Basic levy,,,23.51 ,24.75 ,24.75 ,26.14 ,27.55 ,29.04 
DC34,Water: Consumption,5.20 ,5.54 ,5.88 ,6.19 ,6.19 ,6.54 ,6.89 ,7.27 
DC34,Sanitation,,,,,,,,
DC34,Refuse removal,,,,,,,,
DC34,Other,,,,,,,,
DC34,sub-total,5.20 ,5.54 ,29.39 ,30.94 ,30.94 ,32.68 ,34.44 ,36.31 
DC34,VAT on Services,,,,,,,,
DC34,Total large household bill:,5.20 ,5.54 ,29.39 ,30.94 ,30.94 ,32.68 ,34.44 ,36.31 
DC34,% increase/-decrease,,6.54 ,430.51 ,5.27 ,,5.62 ,5.39 ,5.43 
DC34,Monthly Account for Household - Affordable Range,,,,,,,,
DC34,Rates and services charges:,,,,,,,,
DC34,Property rates,,,,,,,,
DC34,Electricity: Basic levy,,,,,,,,
DC34,Electricity: Consumption,,,,,,,,
DC34,Water: Basic levy,,,,,,,,
DC34,Water: Consumption,,,,,,,,
DC34,Sanitation,,,,,,,,
DC34,Refuse removal,,,,,,,,
DC34,Other,,,,,,,,
DC34,sub-total,,,,,,,,
DC34,VAT on Services,,,,,,,,
DC34,Total large household bill:,,,,,,,,
DC34,% increase/-decrease,,,,,,,,
DC34,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
DC34,Rates and services charges:,,,,,,,,
DC34,Property rates,,,,,,,,
DC34,Electricity: Basic levy,,,,,,,,
DC34,Electricity: Consumption,,,,,,,,
DC34,Water: Basic levy,,,,,,,,
DC34,Water: Consumption,,,,,,,,
DC34,Sanitation,,,,,,,,
DC34,Refuse removal,,,,,,,,
DC34,Other,,,,,,,,
DC34,sub-total,,,,,,,,
DC34,VAT on Services,,,,,,,,
DC34,Total large household bill:,,,,,,,,
DC34,% increase/-decrease,,,,,,,,
LIM351,Monthly Account for Household - Middle Income Range,,,,,,,,
LIM351,Rates and services charges:,,,,,,,,
LIM351,Property rates,,,,"1,412,000.00 ","1,412,000.00 ","1,496,720.00 ","1,586,523.20 ","1,681,714.59 "
LIM351,Electricity: Basic levy,,,,,,,,
LIM351,Electricity: Consumption,,,,"15,782.00 ","15,782.00 ","18,728.92 ","20,732.66 ","22,796.61 "
LIM351,Water: Basic levy,,,,,,,,
LIM351,Water: Consumption,,,,,,,,
LIM351,Sanitation,,,,,,,,
LIM351,Refuse removal,,,,"1,000,000.00 ","500,000.00 ","530,000.00 ","561,800.00 ","589,890.00 "
LIM351,Other,,,,,,,,
LIM351,sub-total,,,,"2,427,782.00 ","1,927,782.00 ","2,045,448.92 ","2,169,055.86 ","2,294,401.21 "
LIM351,VAT on Services,,,,,,,,
LIM351,Total large household bill:,,,,"2,427,782.00 ","1,927,782.00 ","2,045,448.92 ","2,169,055.86 ","2,294,401.21 "
LIM351,% increase/-decrease,,,,,(20.59),(67.67),6.04 ,5.78 
LIM351,Monthly Account for Household - Affordable Range,,,,,,,,
LIM351,Rates and services charges:,,,,,,,,
LIM351,Property rates,,,,"458,000.00 ","458,000.00 ","485,480.00 ","514,608.80 ","545,485.33 "
LIM351,Electricity: Basic levy,,,,,,,,
LIM351,Electricity: Consumption,,,,,,,,
LIM351,Water: Basic levy,,,,,,,,
LIM351,Water: Consumption,,,,,,,,
LIM351,Sanitation,,,,,,,,
LIM351,Refuse removal,,,,"400,000.00 ","400,000.00 ","424,000.00 ","449,440.00 ","476,406.40 "
LIM351,Other,,,,,,,,
LIM351,sub-total,,,,"858,000.00 ","858,000.00 ","909,480.00 ","964,048.80 ","1,021,891.73 "
LIM351,VAT on Services,,,,,,,,
LIM351,Total large household bill:,,,,"858,000.00 ","858,000.00 ","909,480.00 ","964,048.80 ","1,021,891.73 "
LIM351,% increase/-decrease,,,,,,6.00 ,6.00 ,6.00 
LIM351,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
LIM351,Rates and services charges:,,,,,,,,
LIM351,Property rates,,,,"29,843.24 ","31,633.83 ","33,531.86 ","35,543.78 ","37,676.40 "
LIM351,Electricity: Basic levy,,,,,,,,
LIM351,Electricity: Consumption,,,,,,,,
LIM351,Water: Basic levy,,,,,,,,
LIM351,Water: Consumption,,,,,,,,
LIM351,Sanitation,,,,,,,,
LIM351,Refuse removal,,,,250.16 ,265.17 ,281.08 ,297.94 ,315.82 
LIM351,Other,,,,,,,,
LIM351,sub-total,,,,"30,093.40 ","31,899.00 ","33,812.94 ","35,841.72 ","37,992.22 "
LIM351,VAT on Services,,,,,,,,
LIM351,Total large household bill:,,,,"30,093.40 ","31,899.00 ","33,812.94 ","35,841.72 ","37,992.22 "
LIM351,% increase/-decrease,,,,,6.00 ,,6.00 ,6.00 
LIM353,Monthly Account for Household - Middle Income Range,,,,,,,,
LIM353,Rates and services charges:,,,,,,,,
LIM353,Property rates,"2,063,861.00 ","2,170,098.80 ","2,732,699.60 ","2,546,400.00 ","2,745,019.00 ","2,890,505.01 ","3,037,920.77 ","3,198,930.57 "
LIM353,Electricity: Basic levy,,,,,,,,
LIM353,Electricity: Consumption,"4,783,776.75 ","4,567,851.00 ","5,347,056.00 ","7,706,574.00 ","7,706,574.00 ","8,323,099.00 ","8,764,224.21 ","9,553,004.39 "
LIM353,Water: Basic levy,,,,,,,,
LIM353,Water: Consumption,,,,,,,,
LIM353,Sanitation,,,,,,,,
LIM353,Refuse removal,"1,117,306.50 ","1,163,790.75 ","1,372,720.50 ","1,543,436.25 ","1,543,436.25 ","1,625,230.37 ","1,708,117.12 ","1,798,647.33 "
LIM353,Other,"328,605.75 ","436,815.00 ","671,971.50 ","761,356.00 ","761,356.00 ","801,707.87 ","842,594.97 ","887,252.50 "
LIM353,sub-total,"8,293,550.00 ","8,338,555.55 ","10,124,447.60 ","12,557,766.25 ","12,756,385.25 ","13,640,542.25 ","14,352,857.07 ","15,437,834.79 "
LIM353,VAT on Services,,,,,,,,
LIM353,Total large household bill:,"8,293,550.00 ","8,338,555.55 ","10,124,447.60 ","12,557,766.25 ","12,756,385.25 ","13,640,542.25 ","14,352,857.07 ","15,437,834.79 "
LIM353,% increase/-decrease,,.54 ,21.42 ,24.03 ,1.58 ,6.93 ,5.22 ,7.56 
LIM353,Monthly Account for Household - Affordable Range,,,,,,,,
LIM353,Rates and services charges:,,,,,,,,
LIM353,Property rates,"1,547,896.00 ","1,627,573.95 ","2,049,524.70 ","1,909,800.00 ","2,058,764.00 ","2,167,878.49 ","2,278,440.29 ","2,399,197.00 "
LIM353,Electricity: Basic levy,,,,,,,,
LIM353,Electricity: Consumption,"1,594,592.25 ","1,522,617.00 ","1,782,352.00 ","2,568,858.00 ","2,568,858.00 ","2,774,366.64 ","2,921,408.07 ","3,184,334.79 "
LIM353,Water: Basic levy,,,,,,,,
LIM353,Water: Consumption,,,,,,,,
LIM353,Sanitation,,,,,,,,
LIM353,Refuse removal,"372,438.50 ","387,930.25 ","457,573.50 ","514,478.75 ","514,478.75 ","541,746.12 ","569,375.17 ","599,552.05 "
LIM353,Other,"109,535.25 ","145,605.25 ","223,990.50 ","246,369.00 ","246,369.00 ","259,425.56 ","272,656.26 ","287,107.04 "
LIM353,sub-total,"3,624,462.00 ","3,683,726.45 ","4,513,440.70 ","5,239,505.75 ","5,388,469.75 ","5,743,416.81 ","6,041,879.79 ","6,470,190.88 "
LIM353,VAT on Services,,,,,,,,
LIM353,Total large household bill:,"3,624,462.00 ","3,683,726.45 ","4,513,440.70 ","5,239,505.75 ","5,388,469.75 ","5,743,416.81 ","6,041,879.79 ","6,470,190.88 "
LIM353,% increase/-decrease,,1.64 ,22.52 ,16.09 ,2.84 ,6.59 ,5.20 ,7.09 
LIM353,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
LIM353,Rates and services charges:,,,,,,,,
LIM353,Property rates,,,,,,,,
LIM353,Electricity: Basic levy,,,,,,,,
LIM353,Electricity: Consumption,"5,392.00 ","5,406.00 ","5,442.00 ","5,414.00 ","5,414.00 ","7,000.00 ","7,500.00 ","7,800.00 "
LIM353,Water: Basic levy,,,,,,,,
LIM353,Water: Consumption,,,,,,,,
LIM353,Sanitation,,,,,,,,
LIM353,Refuse removal,"3,480.00 ","4,260.00 ","6,420.00 ","4,740.00 ","4,740.00 ","6,000.00 ","6,500.00 ","7,000.00 "
LIM353,Other,,,,,,,,
LIM353,sub-total,"8,872.00 ","9,666.00 ","11,862.00 ","10,154.00 ","10,154.00 ","13,000.00 ","14,000.00 ","14,800.00 "
LIM353,VAT on Services,,,,,,,,
LIM353,Total large household bill:,"8,872.00 ","9,666.00 ","11,862.00 ","10,154.00 ","10,154.00 ","13,000.00 ","14,000.00 ","14,800.00 "
LIM353,% increase/-decrease,,8.95 ,22.72 ,(14.40),,120.79 ,7.69 ,5.71 
LIM354,Monthly Account for Household - Middle Income Range,,,,,,,,
LIM354,Rates and services charges:,,,,,,,,
LIM354,Property rates,,249.10 ,270.27 ,286.49 ,286.49 ,303.68 ,321.90 ,341.21 
LIM354,Electricity: Basic levy,,74.80 ,82.28 ,89.27 ,89.27 ,100.94 ,115.07 ,131.18 
LIM354,Electricity: Consumption,,"1,351.90 ","1,405.98 ","1,525.48 ","1,525.48 ","1,724.86 ","1,966.35 ","2,241.63 "
LIM354,Water: Basic levy,,,,,,,,
LIM354,Water: Consumption,,298.98 ,328.88 ,363.41 ,363.41 ,390.67 ,430.71 ,473.78 
LIM354,Sanitation,,57.54 ,63.30 ,67.09 ,67.09 ,71.12 ,75.39 ,79.91 
LIM354,Refuse removal,,96.05 ,105.66 ,112.00 ,112.00 ,118.72 ,125.84 ,133.39 
LIM354,Other,,100.00 ,110.00 ,116.60 ,116.60 ,123.60 ,131.01 ,138.87 
LIM354,sub-total,,"2,228.37 ","2,366.36 ","2,560.35 ","2,560.35 ","2,833.58 ","3,166.27 ","3,539.98 "
LIM354,VAT on Services,,273.66 ,290.61 ,333.96 ,333.96 ,369.60 ,412.99 ,461.74 
LIM354,Total large household bill:,,"2,502.03 ","2,656.97 ","2,894.31 ","2,894.31 ","3,203.18 ","3,579.26 ","4,001.72 "
LIM354,% increase/-decrease,,,6.19 ,8.93 ,,10.67 ,11.74 ,11.80 
LIM354,Monthly Account for Household - Affordable Range,,,,,,,,
LIM354,Rates and services charges:,,,,,,,,
LIM354,Property rates,,166.06 ,180.17 ,190.99 ,190.99 ,202.44 ,214.59 ,227.47 
LIM354,Electricity: Basic levy,,74.80 ,82.28 ,89.27 ,89.27 ,100.94 ,115.07 ,131.18 
LIM354,Electricity: Consumption,,569.80 ,592.59 ,642.96 ,642.96 ,727.00 ,828.78 ,944.81 
LIM354,Water: Basic levy,,,,,,,,
LIM354,Water: Consumption,,244.26 ,268.68 ,296.89 ,296.89 ,319.16 ,351.87 ,387.06 
LIM354,Sanitation,,57.54 ,63.30 ,67.09 ,67.09 ,71.12 ,75.39 ,79.91 
LIM354,Refuse removal,,96.05 ,105.66 ,112.00 ,112.00 ,118.72 ,125.84 ,133.39 
LIM354,Other,,50.00 ,55.00 ,58.30 ,58.30 ,61.80 ,65.51 ,69.44 
LIM354,sub-total,,"1,258.51 ","1,347.68 ","1,457.50 ","1,457.50 ","1,601.18 ","1,777.05 ","1,973.25 "
LIM354,VAT on Services,,,,,,,,
LIM354,Total large household bill:,,"1,258.51 ","1,347.68 ","1,457.50 ","1,457.50 ","1,601.18 ","1,777.05 ","1,973.25 "
LIM354,% increase/-decrease,,,7.09 ,8.15 ,,9.86 ,10.98 ,11.04 
LIM354,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
LIM354,Rates and services charges:,,,,,,,,
LIM354,Property rates,,83.03 ,91.33 ,96.81 ,96.81 ,102.62 ,108.78 ,115.31 
LIM354,Electricity: Basic levy,,74.80 ,82.28 ,89.27 ,89.27 ,100.94 ,115.07 ,131.18 
LIM354,Electricity: Consumption,,306.90 ,337.59 ,366.29 ,366.29 ,414.16 ,472.14 ,538.24 
LIM354,Water: Basic levy,,,,,,,,
LIM354,Water: Consumption,,145.90 ,160.49 ,177.35 ,177.35 ,190.65 ,210.19 ,231.21 
LIM354,Sanitation,,,,,,,,
LIM354,Refuse removal,,35.88 ,39.47 ,41.84 ,41.84 ,44.35 ,47.01 ,49.83 
LIM354,Other,,,,,,,,
LIM354,sub-total,,646.52 ,711.17 ,771.56 ,771.56 ,852.72 ,953.19 ,"1,065.77 "
LIM354,VAT on Services,,,,,,,,
LIM354,Total large household bill:,,646.52 ,711.17 ,771.56 ,771.56 ,852.72 ,953.19 ,"1,065.77 "
LIM354,% increase/-decrease,,,10.00 ,8.49 ,,10.52 ,11.78 ,11.81 
LIM355,Monthly Account for Household - Middle Income Range,,,,,,,,
LIM355,Rates and services charges:,,,,,,,,
LIM355,Property rates,57.38 ,,,180.00 ,180.00 ,190.08 ,190.26 ,200.73 
LIM355,Water: Basic levy,14.70 ,,,100.00 ,100.00 ,106.00 ,112.36 ,119.10 
LIM355,Water: Consumption,41.30 ,,,150.00 ,150.00 ,159.00 ,168.54 ,178.65 
LIM355,Sanitation,12.19 ,,,100.00 ,100.00 ,106.00 ,112.36 ,119.10 
LIM355,Refuse removal,27.91 ,,,40.00 ,40.00 ,42.24 ,44.52 ,46.97 
LIM355,Other,,,,,,,,
LIM355,sub-total,153.48 ,,,570.00 ,570.00 ,603.32 ,628.05 ,664.55 
LIM355,VAT on Services,,,,,,,,
LIM355,Total large household bill:,153.48 ,,,570.00 ,570.00 ,603.32 ,628.05 ,664.55 
LIM355,% increase/-decrease,,(100.00),,,,5.85 ,4.10 ,5.81 
LIM355,Monthly Account for Household - Affordable Range,,,,,,,,
LIM355,Rates and services charges:,,,,,,,,
LIM355,Property rates,174.38 ,,,250.00 ,250.00 ,264.00 ,264.26 ,278.79 
LIM355,Water: Basic levy,18.37 ,,,100.00 ,100.00 ,106.00 ,112.36 ,119.10 
LIM355,Water: Consumption,102.11 ,,,230.00 ,230.00 ,243.80 ,258.43 ,273.93 
LIM355,Sanitation,55.80 ,,,50.00 ,50.00 ,53.00 ,56.18 ,59.55 
LIM355,Refuse removal,36.73 ,,,40.00 ,40.00 ,42.24 ,44.52 ,46.97 
LIM355,Other,,,,,,,,
LIM355,sub-total,387.39 ,,,670.00 ,670.00 ,709.04 ,735.74 ,778.35 
LIM355,VAT on Services,,,,,,,,
LIM355,Total large household bill:,387.39 ,,,670.00 ,670.00 ,709.04 ,735.74 ,778.35 
LIM355,% increase/-decrease,,(100.00),,,,5.83 ,3.77 ,5.79 
LIM355,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
LIM355,Rates and services charges:,,,,,,,,
LIM355,Property rates,57.38 ,,,130.00 ,130.00 ,137.80 ,146.07 ,154.83 
LIM355,Water: Basic levy,14.70 ,,,100.00 ,100.00 ,106.00 ,112.36 ,119.10 
LIM355,Water: Consumption,41.30 ,,,25.00 ,25.00 ,26.50 ,28.09 ,29.78 
LIM355,Sanitation,12.19 ,,,50.00 ,50.00 ,53.00 ,56.18 ,59.55 
LIM355,Refuse removal,27.91 ,,,40.00 ,40.00 ,42.40 ,44.94 ,47.64 
LIM355,Other,,,,,,,,
LIM355,sub-total,153.48 ,,,345.00 ,345.00 ,365.70 ,387.64 ,410.90 
LIM355,VAT on Services,,,,,,,,
LIM355,Total large household bill:,153.48 ,,,345.00 ,345.00 ,365.70 ,387.64 ,410.90 
LIM355,% increase/-decrease,,(100.00),,,,6.00 ,6.00 ,6.00 
DC35,Monthly Account for Household - Middle Income Range,,,,,,,,
DC35,Rates and services charges:,,,,,,,,
DC35,Property rates,,,,,,,,
DC35,Electricity: Basic levy,,,,,,,,
DC35,Electricity: Consumption,,,,,,,,
DC35,Water: Basic levy,,,,,,,,
DC35,Water: Consumption,,,,,,,,
DC35,Sanitation,,,,,,,,
DC35,Refuse removal,,,,,,,,
DC35,Other,,,,,,,,
DC35,sub-total,,,,,,,,
DC35,VAT on Services,,,,,,,,
DC35,Total large household bill:,,,,,,,,
DC35,% increase/-decrease,,,,,,,,
DC35,Monthly Account for Household - Affordable Range,,,,,,,,
DC35,Rates and services charges:,,,,,,,,
DC35,Property rates,,,,,,,,
DC35,Electricity: Basic levy,,,,,,,,
DC35,Electricity: Consumption,,,,,,,,
DC35,Water: Basic levy,,,,,,,,
DC35,Water: Consumption,,,,,,,,
DC35,Sanitation,,,,,,,,
DC35,Refuse removal,,,,,,,,
DC35,Other,,,,,,,,
DC35,sub-total,,,,,,,,
DC35,VAT on Services,,,,,,,,
DC35,Total large household bill:,,,,,,,,
DC35,% increase/-decrease,,,,,,,,
DC35,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
DC35,Rates and services charges:,,,,,,,,
DC35,Property rates,,,,,,,,
DC35,Electricity: Basic levy,,,,,,,,
DC35,Electricity: Consumption,,,,,,,,
DC35,Water: Basic levy,,,,,,,,
DC35,Water: Consumption,,,,,,,,
DC35,Sanitation,,,,,,,,
DC35,Refuse removal,,,,,,,,
DC35,Other,,,,,,,,
DC35,sub-total,,,,,,,,
DC35,VAT on Services,,,,,,,,
DC35,Total large household bill:,,,,,,,,
DC35,% increase/-decrease,,,,,,,,
LIM361,Monthly Account for Household - Middle Income Range,,,,,,,,
LIM361,Rates and services charges:,,,,,,,,
LIM361,Property rates,.06 ,435.77 ,463.66 ,,,,,
LIM361,Electricity: Basic levy,.09 ,32.51 ,34.59 ,,,,,
LIM361,Electricity: Consumption,.09 ,"1,216.32 ","1,313.63 ",,,,,
LIM361,Water: Basic levy,.14 ,26.75 ,28.46 ,,,,,
LIM361,Water: Consumption,.14 ,388.66 ,427.53 ,,,,,
LIM361,Sanitation,.06 ,129.98 ,138.30 ,,,,,
LIM361,Refuse removal,.06 ,313.63 ,333.70 ,,,,,
LIM361,Other,,,,,,,,
LIM361,sub-total,.65 ,"2,543.64 ","2,739.88 ",,,,,
LIM361,VAT on Services,,,,,,,,
LIM361,Total large household bill:,.65 ,"2,543.64 ","2,739.88 ",,,,,
LIM361,% increase/-decrease,,"391,831.50 ",7.72 ,(100.00),,,,
LIM361,Monthly Account for Household - Affordable Range,,,,,,,,
LIM361,Rates and services charges:,,,,,,,,
LIM361,Property rates,,,,,,,,
LIM361,Electricity: Basic levy,,,,,,,,
LIM361,Electricity: Consumption,,,,,,,,
LIM361,Water: Basic levy,,,,,,,,
LIM361,Water: Consumption,,,,,,,,
LIM361,Sanitation,,,,,,,,
LIM361,Refuse removal,,,,,,,,
LIM361,Other,,,,,,,,
LIM361,sub-total,,,,,,,,
LIM361,VAT on Services,,,,,,,,
LIM361,Total large household bill:,,,,,,,,
LIM361,% increase/-decrease,,,,,,,,
LIM361,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
LIM361,Rates and services charges:,,,,,,,,
LIM361,Property rates,,,,,,,,
LIM361,Electricity: Basic levy,,,,,,,,
LIM361,Electricity: Consumption,,,,,,,,
LIM361,Water: Basic levy,,,,,,,,
LIM361,Water: Consumption,,,,,,,,
LIM361,Sanitation,,,,,,,,
LIM361,Refuse removal,,,,,,,,
LIM361,Other,,,,,,,,
LIM361,sub-total,,,,,,,,
LIM361,VAT on Services,,,,,,,,
LIM361,Total large household bill:,,,,,,,,
LIM361,% increase/-decrease,,,,,,,,
LIM362,Monthly Account for Household - Middle Income Range,,,,,,,,
LIM362,Rates and services charges:,,,,,,,,
LIM362,Property rates,,,,,,325.06 ,325.12 ,325.17 
LIM362,Electricity: Basic levy,,,,,,100.56 ,100.61 ,100.67 
LIM362,Electricity: Consumption,,,,,,600.02 ,600.07 ,600.13 
LIM362,Water: Basic levy,,,,,,50.03 ,54.03 ,58.35 
LIM362,Water: Consumption,,,,,,150.08 ,162.09 ,175.05 
LIM362,Sanitation,,,,,,168.27 ,181.73 ,196.27 
LIM362,Refuse removal,,,,,,106.55 ,106.61 ,106.66 
LIM362,Other,,,,,,,,
LIM362,sub-total,,,,,,"1,500.58 ","1,530.25 ","1,562.31 "
LIM362,VAT on Services,,,,,,,,
LIM362,Total large household bill:,,,,,,"1,500.58 ","1,530.25 ","1,562.31 "
LIM362,% increase/-decrease,,,,,,.27 ,1.98 ,2.10 
LIM362,Monthly Account for Household - Affordable Range,,,,,,,,
LIM362,Rates and services charges:,,,,,,,,
LIM362,Property rates,,,,,,450.06 ,450.12 ,450.17 
LIM362,Electricity: Basic levy,,,,,,100.56 ,100.61 ,100.67 
LIM362,Electricity: Consumption,,,,,,"1,500.02 ","1,500.07 ","1,500.13 "
LIM362,Water: Basic levy,,,,,,50.03 ,54.03 ,58.35 
LIM362,Water: Consumption,,,,,,500.08 ,540.09 ,583.29 
LIM362,Sanitation,,,,,,168.27 ,181.73 ,196.27 
LIM362,Refuse removal,,,,,,106.55 ,106.61 ,106.66 
LIM362,Other,,,,,,,,
LIM362,sub-total,,,,,,"2,875.58 ","2,933.25 ","2,995.55 "
LIM362,VAT on Services,,,,,,,,
LIM362,Total large household bill:,,,,,,"2,875.58 ","2,933.25 ","2,995.55 "
LIM362,% increase/-decrease,,,,,,.14 ,2.01 ,2.12 
LIM362,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
LIM362,Rates and services charges:,,,,,,,,
LIM362,Property rates,,,,,,,,
LIM362,Electricity: Basic levy,,,,,,,,
LIM362,Electricity: Consumption,,,,"582,000.00 ",,"600,000.00 ","650,000.00 ","700,000.00 "
LIM362,Water: Basic levy,,,,,,,,
LIM362,Water: Consumption,,,,,,,,
LIM362,Sanitation,,,,,,,,
LIM362,Refuse removal,,,,,,,,
LIM362,Other,,,,,,,,
LIM362,sub-total,,,,"582,000.00 ",,"600,000.00 ","650,000.00 ","700,000.00 "
LIM362,VAT on Services,,,,,,,,
LIM362,Total large household bill:,,,,"582,000.00 ",,"600,000.00 ","650,000.00 ","700,000.00 "
LIM362,% increase/-decrease,,,,,(100.00),3.09 ,8.33 ,7.69 
LIM366,Monthly Account for Household - Middle Income Range,,,,,,,,
LIM366,Rates and services charges:,,,,,,,,
LIM366,Property rates,357.75 ,357.75 ,381.38 ,580.13 ,580.13 ,610.29 ,643.25 ,677.98 
LIM366,Electricity: Basic levy,296.77 ,35.00 ,,,,,,
LIM366,Electricity: Consumption,666.60 ,686.45 ,699.35 ,"1,494.40 ","1,494.40 ","1,596.62 ","1,705.83 ","1,822.50 "
LIM366,Water: Basic levy,,58.50 ,62.47 ,69.47 ,69.47 ,76.10 ,83.36 ,91.31 
LIM366,Water: Consumption,292.25 ,267.00 ,285.25 ,380.70 ,380.70 ,417.02 ,456.80 ,500.38 
LIM366,Sanitation,111.62 ,176.00 ,188.00 ,198.00 ,198.00 ,208.30 ,219.54 ,231.40 
LIM366,Refuse removal,110.82 ,117.47 ,165.00 ,174.00 ,174.00 ,178.84 ,188.50 ,198.30 
LIM366,Other,,,,,,,,
LIM366,sub-total,"1,835.81 ","1,698.17 ","1,781.45 ","2,896.70 ","2,896.70 ","3,087.16 ","3,297.27 ","3,521.88 "
LIM366,VAT on Services,327.92 ,291.24 ,323.47 ,,,,,
LIM366,Total large household bill:,"2,163.73 ","1,989.41 ","2,104.92 ","2,896.70 ","2,896.70 ","3,087.16 ","3,297.27 ","3,521.88 "
LIM366,% increase/-decrease,,(8.06),5.81 ,37.62 ,,6.58 ,6.81 ,6.81 
LIM366,Monthly Account for Household - Affordable Range,,,,,,,,
